ent_station,ext_station,ent_time_period,riders_average_saturday,trip_length
branch avenue,mount vernon square,AM Peak,5.75,11
branch avenue,navy yard ballpark,AM Peak,10.0,6
branch avenue,naylor road,AM Peak,6.75,2
branch avenue,new carrollton,AM Peak,2.0,18
branch avenue,noma gallaudet u,AM Peak,3.75,13
branch avenue,pentagon,AM Peak,2.5,9
branch avenue,pentagon city,AM Peak,11.0,10
branch avenue,hyattsville crossing,AM Peak,2.75,18
branch avenue,national airport,AM Peak,8.25,12
branch avenue,rhode island avenue,AM Peak,1.5,14
branch avenue,rockville,AM Peak,2.5,24
branch avenue,rosslyn,AM Peak,6.25,11
branch avenue,shady grove,AM Peak,2.75,25
branch avenue,shaw howard university,AM Peak,11.5,12
branch avenue,silver spring,AM Peak,5.0,18
branch avenue,smithsonian,AM Peak,15.5,9
branch avenue,southern avenue,AM Peak,2.25,3
branch avenue,stadium armory,AM Peak,2.25,13
branch avenue,suitland,AM Peak,7.25,1
branch avenue,takoma,AM Peak,0.25,17
branch avenue,tenleytown au,AM Peak,5.25,17
branch avenue,twinbrook,AM Peak,2.5,23
branch avenue,u street,AM Peak,6.0,13
branch avenue,union station,AM Peak,10.5,12
branch avenue,van dorn street,AM Peak,0.5,16
branch avenue,van ness udc,AM Peak,2.75,16
branch avenue,vienna,AM Peak,1.0,19
branch avenue,virginia square gmu,AM Peak,1.0,14
branch avenue,waterfront,AM Peak,4.0,7
branch avenue,west falls church,AM Peak,1.25,17
branch avenue,west hyattsville,AM Peak,1.25,17
branch avenue,wheaton,AM Peak,2.5,20
branch avenue,north bethesda,AM Peak,0.25,22
branch avenue,woodley park,AM Peak,11.25,14
brookland cua,addison road,AM Peak,1.75,15
brookland cua,anacostia,AM Peak,3.75,10
brookland cua,archives,AM Peak,0.75,6
brookland cua,arlington cemetery,AM Peak,0.25,9
brookland cua,ballston-mu,AM Peak,3.0,14
brookland cua,benning road,AM Peak,1.75,13
brookland cua,bethesda,AM Peak,5.0,14
brookland cua,braddock road,AM Peak,0.25,13
brookland cua,branch avenue,AM Peak,3.75,15
brookland cua,brookland cua,AM Peak,4.5,0
brookland cua,capitol heights,AM Peak,1.5,14
brookland cua,capitol south,AM Peak,1.0,9
brookland cua,clarendon,AM Peak,1.0,12
brookland cua,cleveland park,AM Peak,4.0,10
brookland cua,college park university of maryland,AM Peak,1.0,4
brookland cua,columbia heights,AM Peak,3.75,3
brookland cua,congress heights,AM Peak,1.0,11
brookland cua,court house,AM Peak,1.0,11
brookland cua,crystal city,AM Peak,2.25,10
brookland cua,deanwood,AM Peak,0.75,14
brookland cua,dupont circle,AM Peak,20.0,8
brookland cua,east falls church,AM Peak,1.0,15
brookland cua,eastern market,AM Peak,6.5,10
brookland cua,eisenhower avenue,AM Peak,0.25,15
brookland cua,farragut north,AM Peak,22.0,7
brookland cua,farragut west,AM Peak,1.0,8
brookland cua,federal triangle,AM Peak,2.25,7
brookland cua,foggy bottom gwu,AM Peak,9.0,9
brookland cua,forest glen,AM Peak,1.25,4
brookland cua,fort totten,AM Peak,11.0,1
brookland cua,franconia springfield,AM Peak,0.25,16
brookland cua,friendship heights,AM Peak,7.5,13
brookland cua,gallery place,AM Peak,25.25,5
brookland cua,georgia avenue petworth,AM Peak,2.75,2
brookland cua,glenmont,AM Peak,4.5,6
brookland cua,greenbelt,AM Peak,1.25,5
brookland cua,grosvenor strathmore,AM Peak,0.5,16
brookland cua,huntington,AM Peak,0.5,16
brookland cua,judiciary square,AM Peak,5.0,4
brookland cua,king street old town,AM Peak,0.25,14
brookland cua,largo,AM Peak,1.5,17
brookland cua,l'enfant plaza,AM Peak,1.25,7
brookland cua,mcpherson square,AM Peak,3.25,7
brookland cua,medical center,AM Peak,1.75,15
brookland cua,metro center,AM Peak,16.0,6
brookland cua,minnesota avenue,AM Peak,1.25,13
brookland cua,mount vernon square,AM Peak,3.75,6
brookland cua,navy yard ballpark,AM Peak,3.0,9
brookland cua,naylor road,AM Peak,1.0,13
brookland cua,new carrollton,AM Peak,0.75,17
brookland cua,noma gallaudet u,AM Peak,6.5,2
brookland cua,pentagon,AM Peak,1.75,8
brookland cua,pentagon city,AM Peak,5.25,9
brookland cua,potomac avenue,AM Peak,1.75,11
brookland cua,hyattsville crossing,AM Peak,2.5,3
brookland cua,national airport,AM Peak,6.25,11
brookland cua,rhode island avenue,AM Peak,5.75,1
brookland cua,rockville,AM Peak,1.0,19
brookland cua,rosslyn,AM Peak,5.25,10
brookland cua,shady grove,AM Peak,4.5,20
brookland cua,shaw howard university,AM Peak,1.5,5
brookland cua,silver spring,AM Peak,18.5,3
brookland cua,smithsonian,AM Peak,1.0,8
brookland cua,southern avenue,AM Peak,0.5,12
brookland cua,stadium armory,AM Peak,1.25,12
brookland cua,suitland,AM Peak,2.0,14
brookland cua,takoma,AM Peak,7.0,2
brookland cua,tenleytown au,AM Peak,2.5,12
brookland cua,twinbrook,AM Peak,1.75,18
brookland cua,u street,AM Peak,3.0,4
brookland cua,union station,AM Peak,30.0,3
brookland cua,van dorn street,AM Peak,0.25,15
brookland cua,van ness udc,AM Peak,4.0,11
brookland cua,vienna,AM Peak,0.25,18
brookland cua,waterfront,AM Peak,3.75,8
brookland cua,west falls church,AM Peak,2.0,16
brookland cua,west hyattsville,AM Peak,2.0,2
brookland cua,wheaton,AM Peak,6.25,5
brookland cua,north bethesda,AM Peak,1.0,17
brookland cua,woodley park,AM Peak,3.75,9
capitol heights,addison road,AM Peak,10.25,1
capitol heights,anacostia,AM Peak,3.0,10
capitol heights,archives,AM Peak,2.25,8
capitol heights,ballston-mu,AM Peak,1.75,14
capitol heights,benning road,AM Peak,0.75,1
capitol heights,bethesda,AM Peak,0.5,18
capitol heights,branch avenue,AM Peak,2.0,15
capitol heights,brookland cua,AM Peak,1.25,14
capitol heights,capitol heights,AM Peak,5.0,0
capitol heights,capitol south,AM Peak,0.25,5
capitol heights,cheverly,AM Peak,0.5,5
capitol heights,clarendon,AM Peak,0.25,12
capitol heights,cleveland park,AM Peak,0.5,14
capitol heights,college park university of maryland,AM Peak,0.5,18
capitol heights,columbia heights,AM Peak,5.5,13
capitol heights,congress heights,AM Peak,0.25,11
capitol heights,court house,AM Peak,1.0,11
capitol heights,crystal city,AM Peak,1.5,10
capitol heights,deanwood,AM Peak,0.25,4
capitol heights,dunn loring,AM Peak,2.25,17
capitol heights,dupont circle,AM Peak,4.5,12
capitol heights,east falls church,AM Peak,0.5,15
capitol heights,eastern market,AM Peak,5.25,4
capitol heights,farragut north,AM Peak,1.0,11
capitol heights,farragut west,AM Peak,2.0,12
capitol heights,federal center sw,AM Peak,1.5,6
capitol heights,federal triangle,AM Peak,2.0,9
capitol heights,foggy bottom gwu,AM Peak,9.5,11
capitol heights,fort totten,AM Peak,6.5,15
capitol heights,franconia springfield,AM Peak,3.75,16
capitol heights,friendship heights,AM Peak,1.0,17
capitol heights,gallery place,AM Peak,3.75,9
capitol heights,georgia avenue petworth,AM Peak,1.5,14
capitol heights,glenmont,AM Peak,0.5,20
capitol heights,greenbelt,AM Peak,0.75,19
capitol heights,grosvenor strathmore,AM Peak,0.5,20
capitol heights,huntington,AM Peak,1.0,16
capitol heights,king street old town,AM Peak,0.5,14
capitol heights,landover,AM Peak,0.25,6
capitol heights,largo,AM Peak,7.75,3
capitol heights,l'enfant plaza,AM Peak,5.0,7
capitol heights,mcpherson square,AM Peak,4.75,11
capitol heights,metro center,AM Peak,7.0,10
capitol heights,minnesota avenue,AM Peak,1.75,3
capitol heights,morgan boulevard,AM Peak,3.25,2
capitol heights,mount vernon square,AM Peak,3.25,10
capitol heights,navy yard ballpark,AM Peak,3.0,9
capitol heights,naylor road,AM Peak,0.25,13
capitol heights,new carrollton,AM Peak,1.75,7
capitol heights,noma gallaudet u,AM Peak,1.75,12
capitol heights,pentagon city,AM Peak,8.0,9
capitol heights,potomac avenue,AM Peak,5.5,3
capitol heights,hyattsville crossing,AM Peak,1.75,17
capitol heights,national airport,AM Peak,1.0,11
capitol heights,rhode island avenue,AM Peak,2.75,13
capitol heights,rosslyn,AM Peak,2.5,10
capitol heights,shady grove,AM Peak,0.75,24
capitol heights,shaw howard university,AM Peak,2.25,11
capitol heights,silver spring,AM Peak,1.5,17
capitol heights,smithsonian,AM Peak,4.0,8
capitol heights,southern avenue,AM Peak,1.25,12
capitol heights,stadium armory,AM Peak,2.5,2
capitol heights,suitland,AM Peak,0.25,14
capitol heights,takoma,AM Peak,0.5,16
capitol heights,tenleytown au,AM Peak,2.0,16
capitol heights,twinbrook,AM Peak,0.25,22
capitol heights,u street,AM Peak,2.0,12
capitol heights,union station,AM Peak,1.0,11
capitol heights,van dorn street,AM Peak,1.25,15
capitol heights,van ness udc,AM Peak,1.0,15
capitol heights,vienna,AM Peak,1.0,18
capitol heights,waterfront,AM Peak,2.0,8
capitol heights,west hyattsville,AM Peak,0.25,16
capitol heights,wheaton,AM Peak,0.75,19
capitol heights,north bethesda,AM Peak,1.25,21
capitol heights,woodley park,AM Peak,1.75,13
capitol south,addison road,AM Peak,1.25,6
capitol south,anacostia,AM Peak,1.0,5
capitol south,archives,AM Peak,2.0,3
capitol south,arlington cemetery,AM Peak,6.0,4
capitol south,ballston-mu,AM Peak,8.25,9
capitol south,benning road,AM Peak,1.0,4
capitol south,bethesda,AM Peak,1.0,13
capitol south,braddock road,AM Peak,0.75,8
capitol south,branch avenue,AM Peak,1.0,10
capitol south,capitol heights,AM Peak,0.25,5
capitol south,capitol south,AM Peak,2.0,0
capitol south,cheverly,AM Peak,0.75,6
capitol south,clarendon,AM Peak,1.75,7
capitol south,cleveland park,AM Peak,0.25,9
capitol south,columbia heights,AM Peak,1.75,8
capitol south,congress heights,AM Peak,0.25,6
capitol south,court house,AM Peak,1.25,6
capitol south,crystal city,AM Peak,0.5,5
capitol south,dunn loring,AM Peak,0.25,12
capitol south,dupont circle,AM Peak,3.75,7
capitol south,east falls church,AM Peak,0.5,10
capitol south,eastern market,AM Peak,1.0,1
capitol south,farragut north,AM Peak,1.25,6
capitol south,farragut west,AM Peak,5.0,7
capitol south,federal center sw,AM Peak,0.25,1
capitol south,federal triangle,AM Peak,4.0,4
capitol south,foggy bottom gwu,AM Peak,9.25,6
capitol south,fort totten,AM Peak,1.0,10
capitol south,franconia springfield,AM Peak,1.0,11
capitol south,friendship heights,AM Peak,0.25,12
capitol south,gallery place,AM Peak,1.25,4
capitol south,georgia avenue petworth,AM Peak,0.5,9
capitol south,glenmont,AM Peak,0.5,15
capitol south,greenbelt,AM Peak,0.5,14
capitol south,huntington,AM Peak,0.5,11
capitol south,judiciary square,AM Peak,0.25,5
capitol south,king street old town,AM Peak,1.75,9
capitol south,largo,AM Peak,0.75,8
capitol south,l'enfant plaza,AM Peak,0.75,2
capitol south,mcpherson square,AM Peak,6.0,6
capitol south,medical center,AM Peak,0.5,14
capitol south,metro center,AM Peak,6.5,5
capitol south,minnesota avenue,AM Peak,0.5,4
capitol south,mount vernon square,AM Peak,1.75,5
capitol south,new carrollton,AM Peak,3.0,8
capitol south,pentagon,AM Peak,0.5,3
capitol south,pentagon city,AM Peak,2.5,4
capitol south,potomac avenue,AM Peak,1.75,2
capitol south,national airport,AM Peak,13.25,6
capitol south,rosslyn,AM Peak,2.5,5
capitol south,shaw howard university,AM Peak,0.5,6
capitol south,silver spring,AM Peak,0.25,12
capitol south,smithsonian,AM Peak,3.5,3
capitol south,stadium armory,AM Peak,0.25,3
capitol south,suitland,AM Peak,0.75,9
capitol south,tenleytown au,AM Peak,0.75,11
capitol south,twinbrook,AM Peak,0.25,17
capitol south,u street,AM Peak,1.0,7
capitol south,union station,AM Peak,0.5,6
capitol south,van ness udc,AM Peak,0.5,10
capitol south,vienna,AM Peak,1.5,13
capitol south,waterfront,AM Peak,1.5,3
capitol south,west falls church,AM Peak,0.5,11
capitol south,wheaton,AM Peak,0.25,14
capitol south,north bethesda,AM Peak,0.75,16
capitol south,woodley park,AM Peak,0.75,8
cheverly,addison road,AM Peak,1.0,6
cheverly,anacostia,AM Peak,1.5,11
cheverly,archives,AM Peak,0.25,9
cheverly,arlington cemetery,AM Peak,0.25,10
cheverly,ballston-mu,AM Peak,2.75,15
cheverly,benning road,AM Peak,0.25,4
cheverly,braddock road,AM Peak,0.5,14
cheverly,branch avenue,AM Peak,0.75,16
cheverly,brookland cua,AM Peak,1.0,15
cheverly,capitol heights,AM Peak,0.75,5
cheverly,capitol south,AM Peak,3.25,6
cheverly,cheverly,AM Peak,1.5,0
cheverly,clarendon,AM Peak,0.25,13
cheverly,cleveland park,AM Peak,0.25,15
cheverly,columbia heights,AM Peak,2.5,14
cheverly,congress heights,AM Peak,1.5,12
cheverly,crystal city,AM Peak,1.75,11
cheverly,deanwood,AM Peak,4.0,1
cheverly,dunn loring,AM Peak,0.25,18
cheverly,dupont circle,AM Peak,1.0,13
cheverly,east falls church,AM Peak,0.75,16
cheverly,eastern market,AM Peak,2.5,5
cheverly,farragut north,AM Peak,0.25,12
cheverly,farragut west,AM Peak,4.25,13
cheverly,federal center sw,AM Peak,2.5,7
cheverly,federal triangle,AM Peak,0.5,10
cheverly,foggy bottom gwu,AM Peak,4.0,12
cheverly,fort totten,AM Peak,0.5,16
cheverly,franconia springfield,AM Peak,0.25,17
cheverly,friendship heights,AM Peak,2.25,18
cheverly,gallery place,AM Peak,2.75,10
cheverly,georgia avenue petworth,AM Peak,0.5,15
cheverly,glenmont,AM Peak,0.75,21
cheverly,grosvenor strathmore,AM Peak,0.25,21
cheverly,judiciary square,AM Peak,1.75,11
cheverly,king street old town,AM Peak,1.0,15
cheverly,landover,AM Peak,0.5,1
cheverly,largo,AM Peak,0.5,8
cheverly,l'enfant plaza,AM Peak,2.0,8
cheverly,mcpherson square,AM Peak,2.75,12
cheverly,medical center,AM Peak,0.5,20
cheverly,metro center,AM Peak,8.5,11
cheverly,minnesota avenue,AM Peak,3.75,2
cheverly,morgan boulevard,AM Peak,0.5,7
cheverly,mount vernon square,AM Peak,1.25,11
cheverly,navy yard ballpark,AM Peak,1.0,10
cheverly,naylor road,AM Peak,0.5,14
cheverly,new carrollton,AM Peak,3.75,2
cheverly,pentagon,AM Peak,2.25,9
cheverly,pentagon city,AM Peak,1.25,10
cheverly,potomac avenue,AM Peak,1.25,4
cheverly,national airport,AM Peak,1.25,12
cheverly,rhode island avenue,AM Peak,0.25,14
cheverly,rosslyn,AM Peak,3.5,11
cheverly,shady grove,AM Peak,1.75,25
cheverly,shaw howard university,AM Peak,0.75,12
cheverly,smithsonian,AM Peak,7.25,9
cheverly,stadium armory,AM Peak,2.0,3
cheverly,suitland,AM Peak,0.25,15
cheverly,tenleytown au,AM Peak,1.25,17
cheverly,twinbrook,AM Peak,0.25,23
cheverly,u street,AM Peak,1.0,13
cheverly,union station,AM Peak,4.0,12
cheverly,van ness udc,AM Peak,0.5,16
cheverly,vienna,AM Peak,1.25,19
cheverly,waterfront,AM Peak,1.75,9
cheverly,west falls church,AM Peak,0.25,17
cheverly,west hyattsville,AM Peak,0.75,17
cheverly,wheaton,AM Peak,0.5,20
cheverly,north bethesda,AM Peak,0.25,22
cheverly,woodley park,AM Peak,4.25,14
clarendon,anacostia,AM Peak,0.25,8
clarendon,ballston-mu,AM Peak,5.75,2
clarendon,bethesda,AM Peak,1.0,14
clarendon,braddock road,AM Peak,0.25,9
clarendon,branch avenue,AM Peak,0.25,13
clarendon,brookland cua,AM Peak,1.25,12
clarendon,capitol south,AM Peak,3.75,7
clarendon,clarendon,AM Peak,3.75,0
clarendon,cleveland park,AM Peak,0.5,10
clarendon,college park university of maryland,AM Peak,0.25,16
clarendon,columbia heights,AM Peak,0.25,11
clarendon,crystal city,AM Peak,1.0,6
clarendon,dunn loring,AM Peak,1.5,5
clarendon,dupont circle,AM Peak,2.0,8
clarendon,east falls church,AM Peak,3.25,3
clarendon,eastern market,AM Peak,1.75,8
clarendon,eisenhower avenue,AM Peak,0.25,11
clarendon,farragut north,AM Peak,0.5,7
clarendon,farragut west,AM Peak,12.25,4
clarendon,federal center sw,AM Peak,1.25,6
clarendon,federal triangle,AM Peak,5.75,7
clarendon,foggy bottom gwu,AM Peak,16.75,3
clarendon,forest glen,AM Peak,0.5,16
clarendon,franconia springfield,AM Peak,0.75,12
clarendon,friendship heights,AM Peak,1.0,13
clarendon,gallery place,AM Peak,1.5,7
clarendon,greenbelt,AM Peak,0.25,17
clarendon,grosvenor strathmore,AM Peak,0.25,16
clarendon,judiciary square,AM Peak,1.0,8
clarendon,king street old town,AM Peak,1.75,10
clarendon,l'enfant plaza,AM Peak,2.0,5
clarendon,mcpherson square,AM Peak,11.5,5
clarendon,metro center,AM Peak,7.0,6
clarendon,minnesota avenue,AM Peak,0.5,11
clarendon,mount vernon square,AM Peak,1.25,8
clarendon,navy yard ballpark,AM Peak,0.75,7
clarendon,naylor road,AM Peak,0.5,11
clarendon,new carrollton,AM Peak,0.75,15
clarendon,noma gallaudet u,AM Peak,1.0,10
clarendon,pentagon city,AM Peak,1.5,5
clarendon,potomac avenue,AM Peak,1.25,9
clarendon,national airport,AM Peak,4.25,7
clarendon,rhode island avenue,AM Peak,0.25,11
clarendon,rockville,AM Peak,0.25,19
clarendon,rosslyn,AM Peak,4.5,2
clarendon,shady grove,AM Peak,1.0,20
clarendon,silver spring,AM Peak,0.25,15
clarendon,smithsonian,AM Peak,5.0,6
clarendon,southern avenue,AM Peak,0.5,10
clarendon,stadium armory,AM Peak,1.25,10
clarendon,tenleytown au,AM Peak,0.25,12
clarendon,twinbrook,AM Peak,1.0,18
clarendon,u street,AM Peak,1.0,10
clarendon,union station,AM Peak,5.0,9
clarendon,van dorn street,AM Peak,0.5,11
clarendon,van ness udc,AM Peak,0.5,11
clarendon,vienna,AM Peak,4.0,6
clarendon,virginia square gmu,AM Peak,1.0,1
clarendon,waterfront,AM Peak,0.25,6
clarendon,west falls church,AM Peak,2.0,4
clarendon,wheaton,AM Peak,0.5,17
clarendon,north bethesda,AM Peak,0.75,17
clarendon,woodley park,AM Peak,3.25,9
cleveland park,anacostia,AM Peak,0.25,10
cleveland park,archives,AM Peak,0.25,6
cleveland park,arlington cemetery,AM Peak,0.25,9
cleveland park,ballston-mu,AM Peak,1.5,12
cleveland park,bethesda,AM Peak,11.25,4
cleveland park,braddock road,AM Peak,1.75,13
cleveland park,branch avenue,AM Peak,2.5,15
cleveland park,brookland cua,AM Peak,1.5,10
cleveland park,capitol south,AM Peak,0.25,9
cleveland park,clarendon,AM Peak,0.5,10
cleveland park,cleveland park,AM Peak,8.25,0
cleveland park,court house,AM Peak,0.5,9
cleveland park,crystal city,AM Peak,1.75,10
cleveland park,dunn loring,AM Peak,0.75,15
cleveland park,dupont circle,AM Peak,16.5,2
cleveland park,eastern market,AM Peak,4.75,10
cleveland park,eisenhower avenue,AM Peak,0.25,15
cleveland park,farragut north,AM Peak,14.25,3
cleveland park,federal center sw,AM Peak,1.0,8
cleveland park,federal triangle,AM Peak,0.25,5
cleveland park,foggy bottom gwu,AM Peak,1.75,7
cleveland park,forest glen,AM Peak,0.25,14
cleveland park,fort totten,AM Peak,2.0,11
cleveland park,friendship heights,AM Peak,6.25,3
cleveland park,gallery place,AM Peak,10.25,5
cleveland park,glenmont,AM Peak,0.25,16
cleveland park,grosvenor strathmore,AM Peak,1.0,6
cleveland park,huntington,AM Peak,1.25,16
cleveland park,judiciary square,AM Peak,3.75,6
cleveland park,king street old town,AM Peak,1.0,14
cleveland park,largo,AM Peak,0.5,17
cleveland park,l'enfant plaza,AM Peak,2.0,7
cleveland park,medical center,AM Peak,3.5,5
cleveland park,metro center,AM Peak,10.0,4
cleveland park,minnesota avenue,AM Peak,0.25,13
cleveland park,mount vernon square,AM Peak,0.25,6
cleveland park,navy yard ballpark,AM Peak,0.5,9
cleveland park,new carrollton,AM Peak,0.25,17
cleveland park,noma gallaudet u,AM Peak,1.75,8
cleveland park,pentagon,AM Peak,0.5,8
cleveland park,pentagon city,AM Peak,1.0,9
cleveland park,potomac avenue,AM Peak,0.5,11
cleveland park,national airport,AM Peak,5.75,11
cleveland park,rhode island avenue,AM Peak,0.25,9
cleveland park,rockville,AM Peak,2.0,9
cleveland park,rosslyn,AM Peak,1.75,8
cleveland park,shady grove,AM Peak,3.5,10
cleveland park,shaw howard university,AM Peak,0.5,7
cleveland park,silver spring,AM Peak,1.0,13
cleveland park,smithsonian,AM Peak,3.5,6
cleveland park,southern avenue,AM Peak,0.25,12
cleveland park,suitland,AM Peak,0.25,14
cleveland park,tenleytown au,AM Peak,3.0,2
cleveland park,twinbrook,AM Peak,3.25,8
cleveland park,u street,AM Peak,0.25,8
cleveland park,union station,AM Peak,18.0,7
cleveland park,van ness udc,AM Peak,1.5,1
cleveland park,vienna,AM Peak,1.75,16
cleveland park,virginia square gmu,AM Peak,0.75,11
cleveland park,waterfront,AM Peak,1.0,8
cleveland park,west falls church,AM Peak,0.25,14
cleveland park,west hyattsville,AM Peak,0.5,12
cleveland park,wheaton,AM Peak,0.25,15
cleveland park,north bethesda,AM Peak,1.25,7
cleveland park,woodley park,AM Peak,2.25,1
college park university of maryland,anacostia,AM Peak,1.25,14
college park university of maryland,archives,AM Peak,17.0,10
college park university of maryland,arlington cemetery,AM Peak,1.5,13
